title,artists,artist_nationality,genre,object_type,height,width,area,seller,seller_type,buyer,buyer_type,buyer_address,coordinates,purchase_date,sale_date,purchase_price,sale_price,sale_year,purchase_year
Port of a Boy in classical dress with a Parrot,"KNELLER, GODFREY, BART.",British,Portrait,Painting,49.75,40.375,2008.65625,Christie's,Dealer,"Beard, J. Robinson",Collector,"31 E. 72nd St., New York, NY, USA","40.771781,-73.965435",8/8/13,1/6/18,47.25,3000,1918,1913
Femme,"BEYSCHLAG, ROBERT JULIUS",German,Genre,Painting,,,,Bulla Frères et Jouy,Dealer,"Calvin, Delano C.",Collector,"9 E. 46th St., New York, NY, USA","40.756208,-73.979187",1878-09-09,1879-01-13,325,125,1879,1878
Femme,"BEYSCHLAG, ROBERT JULIUS",German,Genre,Painting,,,,Bulla Frères et Jouy,Dealer,"Calvin, Delano C.",Collector,"9 E. 46th St., New York, NY, USA","40.756208,-73.979187",1878-09-09,1879-01-13,325,125,1879,1878
Port of General Wolfe,"SCHAAK, J.S.C.",British,Portrait,Painting,,,,Agnew's,Dealer,"Pell, S.H.",Collector,"43 Exchange Place, New York, NY, USA","40.705998,-74.010419",10/10/13,6/8/16,220,2500,1916,1913
Port of a Doctor of Law in Pink Satin Coat with gown,"HIGHMORE, JOSEPH",British,Portrait,Painting,,,,Agnew's,Dealer,"Lancashire, J.H.",Collector,"7 E. 75th St., New York, NY, USA","40.774338,-73.965331",10/9/13,6/9/20,46,2800,1920,1913
A Hunting Party,"WOLSTENHOLME, DEAN (THE ELDER)",British,Genre,Painting,27,45.75,1235.25,"Robinson, Fisher & Co.",Dealer,"McLean, James",Collector,"907 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1/4/14,5/7/17,17.85,450,1917,1914
Femms [sic] a buste,"GARRIDO, EDUARDO LEÓN",Spanish,Portrait,Painting,,,,Goupil et Cie.,Dealer,"Vouros, A.",Collector,"5 E. 44th St., New York, NY, USA","40.754756,-73.979737",1878-10-10,1878-11-11,400,100,1878,1878
Christ breaking bread at Emmaus; Christ Breaking Bread at Emmaus,"HONDIUS, ABRAHAM",Dutch,History,Painting,,,,American Art Association,Dealer,"Kleinberger, (F.), Galleries",Dealer,"725 Fifth Ave., New York, NY, USA","40.764448,-73.973789",3/5/14,3/10/27,100,666.6666667,1927,1914
Port of a young Lady at her Toilet,"NEER, EGLON HENDRIK VAN DER",Dutch,Portrait,Painting,,,,American Art Association,Dealer,"Fleischmann, Udo M.",Collector,"49 E. 52nd St., New York, NY, USA","40.759066,-73.974439",3/6/14,1/2/19,650,1400,1919,1914
Church in Amsterdam Holland,"BERCKHEYDE, GERRIT ADRIAENSZ.",Dutch,Landscape,Painting,,,,American Art Association,Dealer,"De Wild, C.F.L.",Collector,"556 Fifth Ave., New York, NY, USA","40.76457,-73.973636",3/9/14,5/12/14,80,80,1914,1914
Still Life - Flowers,"AELST, WILLEM VAN",Dutch,Still Life,Painting,,,,American Art Association,Dealer,"Hanna, Stuart, Mrs.",Collector,"630 Park Ave., New York, NY, USA","40.76714,-73.966887",3/9/14,2/10/18,200,450,1918,1914
Long Venice,"WHISTLER, JAMES ABBOTT MCNEILL",American,Landscape,Pastel,,,,"Canfield, Richard Albert",Collector,"Straight, Willard, Mrs.",Collector,"17 E. 70th St., New York, NY, USA","40.770663,-73.967269",3/12/14,5/10/14,2500,3500,1914,1914
A Street Venice,"WHISTLER, JAMES ABBOTT MCNEILL",American,Landscape,Pastel,,,,"Canfield, Richard Albert",Collector,"Field, Marshall III",Collector,"6 E. 77th St., New York, NY, USA","40.775552,-73.964618",4/10/14,5/7/15,500,2500,1915,1914
Ruhe auf der Weide,"BURNIER, RICHARD",Dutch,Genre,Painting,,,,"Conzen, Leopold",Dealer,Pottier & Stymus,Dealer,"Lexington Ave., New York, NY, USA","40.745734,-73.980209",1878-10-10,1879-04-04,1500,250,1879,1878
Nude Study,"WHISTLER, JAMES ABBOTT MCNEILL",American,Genre,Painting,10.875,7.125,77.484375,"V.G. Fischer Art Company, Inc.",Dealer,"Bosworth, W.W.",Collector,"527 Fifth Ave., New York, NY, USA","40.806416,-73.942262",4/2/14,5/7/14,200,720,1914,1914
Miss Alexander,"WHISTLER, JAMES ABBOTT MCNEILL",American,Portrait,Painting,11.625,7.625,88.640625,"V.G. Fischer Art Company, Inc.",Dealer,"Thomas, Seth Edward Jr.",Collector,"2 E. 88th St., New York, NY, USA","40.782833,-73.959469",4/3/14,5/6/14,200,1000,1914,1914
Head & Bust of a young girl,"HENNER, JEAN JACQUES",French,Portrait,Painting,10.5,8.5,89.25,American Art Association,Dealer,"Baldwin, Leroy W.",Collector,"8 E. 70th St., New York, NY, USA","40.770914,-73.967725",4/1/14,4/2/14,450,550,1914,1914
Die Weinprobe,"ZIMMERMANN, REINHARD SEBASTIAN",German,Genre,Painting,,,,"Conzen, Leopold",Dealer,"Rutten, August",Collector,"39 W. 58th St., New York, NY, USA","40.764422,-73.974821",1878-10-10,1879-06-06,900,350,1879,1878
An Autumn afternoon,"MURPHY, JOHN FRANCIS",American,Landscape,Painting,36,24,864,"Murphy, John Francis",Artist,"Baldwin, Charles Lansing",Collector,"145 W. 58th St., New York, NY, USA","40.765601,-73.977632",4/10/14,5/11/14,2000,3000,1914,1914
A Storm,"MURPHY, JOHN FRANCIS",American,Landscape,Painting,22,16,352,"Murphy, John Francis",Artist,"Gage, Baron W.",Collector,"295 Washington Ave., Brooklyn, NY, USA","40.690022,-73.966218",4/5/14,5/9/14,1000,1500,1914,1914
Gathering Wheat,"LHERMITTE, LÉON AUGUSTIN",French,Genre,Painting,27.75,33.5,929.625,"Stern, A., Mrs.",Collector,"Bacon, Francis M., Jr.",Collector,"15 E. 47th St., New York, NY, USA","40.756915,-73.978878",5/4/14,4/9/16,800,6300,1916,1914
Cattle,"DIETERLE, MARIE",French,Animals,Painting,27.5,21.25,584.375,"Stern, A., Mrs.",Collector,"Kiser, John William, Jr.",Collector,"22 E. 47th St., New York, NY, USA","40.756873,-73.979111",5/12/14,3/1/15,100,2500,1915,1914
Three boats in Harbor at San Vigilio Lac de Garda,"SARGENT, JOHN SINGER",American,Landscape,Painting,22,28,616,"Sargent, John Singer",Artist,"Deering, Charles",Collector,"9 W. 52nd St., New York, NY, USA","40.759702,-73.975982",7/7/14,11/4/16,300,6000,1916,1914
Miss Jean Atholl Drummond,"ROMNEY, GEORGE",British,Portrait,Painting,30,25,750,Christie's,Dealer,"Reid, Daniel Gray",Collector,"14 Wall St./907 Fifth Ave., New York, NY, USA","40.707407,-74.011029",7/7/14,1/1/17,840,13500,1917,1914
The Musician,"HOLBEIN, HANS (THE YOUNGER)",German,Genre,Painting,17.25,17.25,297.5625,Colnaghi's,Dealer,"Goldman, Henry",Collector,"998 Fifth Ave., New York, NY, USA","40.76395,-73.974088",8/8/14,1/3/17,25000,135000,1917,1914
Port. of Francesco de Medici,"BRONZINO, AGNOLO",Italian,Portrait,Painting,64,34,2176,"Dunn, James Hamet, 1st Bart.",Collector,"Frick, Henry Clay",Collector,"640 Fifth Ave., New York, NY, USA","40.76457,-73.973636",8/8/14,12/11/15,9000,72000,1915,1914
St. Andrew,"GRECO, EL (DOMENICO THEOTOCOPULI)",Greek and Spanish,History,Painting,29.25,22.75,665.4375,"Dunn, James Hamet, 1st Bart.",Collector,Scott and Fowles,Dealer,"590 Fifth Ave., New York, NY, USA","40.76457,-73.973636",8/8/14,1/11/17,750,4444.08,1917,1914
Port. Of a Lady,"GOYA Y LUCIENTES, FRANCISCO JOSÉ DE",Spanish,Portrait,Painting,31.5,23,724.5,"Dunn, James Hamet, 1st Bart.",Collector,"Frick, Henry Clay",Collector,"640 Fifth Ave., New York, NY, USA","40.76457,-73.973636",8/8/14,1/9/15,5000,45000,1915,1914
The Gleaner,"BRETON, JULES ADOLPHE AIMÉ LOUIS",French,Genre,Painting,12.625,12.625,159.390625,"McCutcheon, George Barr",Collector,"Levy, (John), Galleries",Dealer,"14 E. 46th St., New York, NY, USA","40.756136,-73.979366",11/2/14,6/4/16,200,750,1916,1914
A View of Sion House & the Thames,"WILSON, RICHARD",British,Landscape,Painting,,,,Metropolitan Art Association,Dealer,"Phipps, John Shafer",Collector,"787 Fifth Ave., New York, NY, USA","40.764056,-73.974006",2/2/15,2/9/15,1000,1200,1915,1915
Gathering Wild Flowers,"BOLDINI, GIOVANNI",Italian,Genre,Painting,,,,American Art Association,Dealer,"Patterson, Rufus L.",Collector,"511 Fifth Ave., New York, NY, USA","40.806416,-73.942262",4/4/15,12/5/20,250,20000,1920,1915
The Sheepfold,"SARGENT, JOHN SINGER",American,Landscape,Painting,28,36,1008,"Sargent, John Singer",Artist,"Frick, Henry Clay",Collector,"1 E. 70th St., New York, NY, USA","40.771147,-73.967993",4/4/15,6/12/16,300,6500,1916,1915
Moutons au paturage; Sheep at pasture,"MAUVE, ANTON",Dutch,Landscape; Animals,Painting,15.25,28.75,438.4375,Allard et Noël,Dealer,"Williams, G.N., Jr.",Collector,"24 E. 92nd St., New York, NY, USA","40.784907,-73.957004",1896-11-11,4/4/01,17000,6750,1901,1896
"[""Calm, boats on the Scheldt"" title info from Sales Book 9, 1907-1912, f.210]; Calm boats Escaut; Calm boats Schelde","CLAYS, PAUL JEAN",Belgian,Landscape,Painting,22.75,32,728,"Berckmans, Estelle L.",Collector,"Phillips, Charles S.",Collector,"546 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1/13/03,2/2/03,700,1500,1903,1903
Moutons,"SCHENCK, AUGUST FRIEDRICH ALBRECHT",Danish,Animals,Painting,,,,Bulla Frères et Jouy,Dealer,Pottier & Stymus,Dealer,"Lexington Ave., New York, NY, USA","40.745734,-73.980209",1878-10-10,1879-04-04,1000,250,1879,1878
Moutons,"SCHENCK, AUGUST FRIEDRICH ALBRECHT",Danish,Animals,Painting,,,,Bulla Frères et Jouy,Dealer,"White, Alfred Tredway",Collector,"63 Broadway, Brooklyn, NY, USA","40.710733,-73.967201",1878-10-10,1879-03-03,1000,300,1879,1878
Colonel Henry Townshend,"REYNOLDS, JOSHUA",British,Portrait,Painting,30,24.875,746.25,"Sulley, (Arthur J.), and Co.",Dealer,"Clarke, Lewis L.",Collector,"998 Fifth Ave., New York, NY, USA","40.76395,-73.974088",8/8/15,5/11/16,1000,6750,1916,1915
Miss Mary Townshend,"KAUFFMANN, ANGELICA",Swiss,Portrait,Painting,36,28,1008,"Sulley, (Arthur J.), and Co.",Dealer,"Kiser, Thirza Wilhelmina Furrow",Collector,"270 Park Ave., New York, NY, USA","40.755686,-73.975226",8/8/15,1/1/20,300,4500,1920,1915
Mountain with ruins & figures,"GAINSBOROUGH, THOMAS",British,Landscape,Painting,9.25,12.5,115.625,Colnaghi's,Dealer,Roebel and Reinhardt Galleries,Dealer,"565 Fifth Ave., New York, NY, USA","40.806416,-73.942262",8/8/15,10/1/16,11.66666667,1250,1916,1915
Mountain view with bridge woman & child,"GAINSBOROUGH, THOMAS",British,Landscape,Painting,9.375,12.375,116.015625,Colnaghi's,Dealer,Roebel and Reinhardt Galleries,Dealer,"565 Fifth Ave., New York, NY, USA","40.806416,-73.942262",8/8/15,10/11/16,11.66666667,1250,1916,1915
Arab & horse at Fountain,"SCHREYER, CHRISTIAN ADOLF",German,Genre,Painting,8.625,6.375,54.984375,"Somers, Harold",Collector,"Baldwin, Leroy W.",Collector,"580 Fifth Ave., New York, NY, USA","40.76457,-73.973636",8/8/15,11/1/16,600,1100,1916,1915
Rio Santa Marina,"RICO ORTEGA, MARTÍN",Spanish,Landscape,Painting,14.375,9.375,134.765625,"Somers, Harold",Collector,"Palmer, Charles T.",Collector,"56 Leonard St., New York, NY, USA","40.71781,-74.006447",8/8/15,1/7/19,450,950,1919,1915
Whitehall London,"HENRY, EDWARD LAMSON",American,Landscape,Painting,,,,"Calo, (D. & Sons), Gallery",Dealer,"Foot, J.S., Mrs.",Collector,"521 Park Ave., New York, NY, USA","40.763546,-73.969336",11/11/15,5/6/16,80,250,1916,1915
"[""Kept in"" title info from Sales Book 4, 1879-1881, f.111]; Lecon d'arithmetique","NICOL, ERSKINE",British,Genre,Painting,29,21.25,616.25,Goupil et Cie.,Dealer,"Haggin, James Ben Ali",Collector,"18 Wall St., New York, NY, USA","40.70725,-74.010854",1880-07-07,1880-09-09,5000,2000,1880,1880
Cuirassier,"WALKER, JAMES ALEXANDER",British,Genre,Painting,,,,Bulla Frères et Jouy,Dealer,"Burrill, John E.",Collector,"21 W. 33rd St., New York, NY, USA","40.748093,-73.985472",1878-10-10,1879-01-13,500,150,1879,1878
Springtime,"MOSLER, HENRY",American,Landscape,Painting,,,,"Mosler, Henry",Artist,"Knapp, Joseph Fairchild",Collector,"84 Bedford Ave., Brooklyn, NY, USA","40.720959,-73.953805",1878-11-11,1880-03-03,1500,650,1880,1878
A November Morning; Lady Loughborough; Port of Lady Loughborough,"COTES, FRANCIS; MURPHY, JOHN FRANCIS",American,Landscape,Painting,46,22,1012,"Murphy, John Francis",Artist,"Buchanan, Charles L.",Collector,"110 W. 55th St., New York, NY, USA","40.763081,-73.978395",3/7/13,4/4/13,600,900,1913,1913
Recolte de pommes de terre,"MAUVE, ANTON",Dutch,Genre,Painting,,,,"Goupil Gallery, Ltd.",Dealer,"Harper, Fletcher Urling",Collector,"145 W. 21st St., New York, NY, USA","40.742218,-73.994668",1878-11-11,1879-01-13,40,350,1879,1878
Helping little sister,"KEVER, JACOBUS SIMON HENDRIK",Dutch,Genre,Painting,22.375,28,626.5,"Moore, Frederic Potts",Collector,"De Villers Schwab, H.B.",Collector,"118 E. 39th St., New York, NY, USA","40.74984,-73.978218",2/2/16,1/9/20,800,1500,1920,1916
Still Life Flowers,"FANTIN-LATOUR, HENRI",French,Still Life,Painting,17.25,14,241.5,American Art Association,Dealer,"Groen, N.A.",Dealer,"c/o John Levy 14 E. 46th St., New York, NY, USA","40.720709,-73.981308",2/2/16,4/3/16,850,1000,1916,1916
Marine,"STEVENS, ALFRED EMILE LEOPOLD JOSEPH VICTOR",Belgian,Landscape,Painting,,,,"Levy, (John), Galleries",Dealer,American Art Association,Dealer,"30 E. 57th St., New York, NY, USA","40.763556,-73.975184",2/2/16,2/2/27,225,164,1927,1916
Prière de la mosquée,"GÉRÔME, JEAN LÉON",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Raynor, James A.",Collector,"15 W. 36th St., New York, NY, USA","40.749929,-73.98411",1878-10-10,1878-11-11,35000,8800,1878,1878
"""Te-Poi-Poi""","GAUGUIN, PAUL",French,Landscape,Painting,27,36,972,"Bignou, (Étienne), Galerie",Dealer,"Payson, Joan Whitney",Collector,"19 E. 72nd St., New York, NY, USA","40.77187,-73.966137",2/2/45,2/2/45,23500,33000,1945,1945
Cattle team pulling a cart,"SOROLLA Y BASTIDA, JOAQUÍN",Spanish,Animals,Painting,,,,"Williams, Charles",Collector,"Ryan, Thomas Fortune",Collector,"858 Fifth Ave., New York, NY, USA","40.76395,-73.974088",3/9/16,3/9/17,100,1200,1917,1916
Cattle team resting,"SOROLLA Y BASTIDA, JOAQUÍN",Spanish,Animals,Painting,,,,"Williams, Charles",Collector,"Ryan, Thomas Fortune",Collector,"858 Fifth Ave., New York, NY, USA","40.76395,-73.974088",3/3/16,3/8/17,100,1200,1917,1916
Little girl on the sand beach,"SOROLLA Y BASTIDA, JOAQUÍN",Spanish,Landscape,Painting,,,,"Williams, Charles",Collector,"Ryan, Thomas Fortune",Collector,"858 Fifth Ave., New York, NY, USA","40.76395,-73.974088",3/1/16,3/11/17,100,900,1917,1916
Don Isidro Gonzales,"GOYA Y LUCIENTES, FRANCISCO JOSÉ DE",Spanish,Portrait,Painting,,,,"Harding, J. Horace",Collector,"Deering, Charles",Collector,"9 W. 52nd St., New York, NY, USA","40.759702,-73.975982",3/10/16,12/12/16,17500,30000,1916,1916
Scene XVI Siècle,"LEON Y ESCOSURA, IGNACIO DE",Spanish,Genre,Painting,,,,Goupil et Cie.,Dealer,"Contoit, Charles H.",Collector,"728 Fifth Ave., New York, NY, USA","40.764429,-73.973799",1878-10-10,1878-11-11,5000,1850,1878,1878
Campo Santo Venice,"TURNER, JOSEPH MALLORD WILLIAM",British,Landscape,Painting,24.5,36.5,894.25,Wallis and Son,Dealer,Roebel and Reinhardt Galleries,Dealer,"565 Fifth Ave., New York, NY, USA","40.806416,-73.942262",2/2/16,10/11/16,7500,53077.5,1916,1916
Arquebusier,"LEON Y ESCOSURA, IGNACIO DE",Spanish,Genre,Painting,,,,Goupil et Cie.,Dealer,"Burrill, John E.",Collector,"21 W. 33rd St., New York, NY, USA","40.748093,-73.985472",1878-10-10,1879-01-13,1000,350,1879,1878
"[""Taking a survey"" title info from Sales Book 3, 1874-1879, f.250]","SCHREYER, CHRISTIAN ADOLF",German,Genre,Painting,,,,Tedesco Frères,Dealer,"Walker, Isaac",Collector,"166 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1878-10-10,1878-11-11,7250,2000,1878,1878
Early Spring Morning,"TRYON, DWIGHT WILLIAM",American,Landscape,Pastel,8,12,96,"Tryon, Dwight William",Artist,"Williams, Timothy S.",Collector,"98 Remsen St., Brooklyn, NY, USA","40.69412,-73.994619",5/10/16,2/10/17,250,350,1917,1916
Bouderie,"KAEMMERER, FREDERIK HENDRIK",Dutch,Genre,Painting,,,,Goupil et Cie.,Dealer,"Harper, Fletcher, Jr.",Collector,"22nd St., New York, NY, USA","40.74088,-73.99007",1878-10-10,1878-12-12,2500,800,1878,1878
Stag Sharpening his Antlers,"BARYE, ANTOINE LOUIS",French,Animals,Sculpture,,,,"Seligman, Henry",Collector,"Scholle, Albert W.",Collector,"763 Fifth Ave., New York, NY, USA","40.764208,-73.973922",5/5/16,6/3/16,194,1250,1916,1916
Otho,,,Portrait,Tapestry,,,,French and Co.,Dealer,French and Co.,Dealer,"6 E. 56th St., New York, NY, USA","40.762152,-73.974358",5/3/16,1/3/17,12750,10000,1917,1916
J. J. Rousseau,"KAEMMERER, FREDERIK HENDRIK",Dutch,Portrait,Painting,,,,Goupil et Cie.,Dealer,"Burrill, John E.",Collector,"21 W. 33rd St., New York, NY, USA","40.748093,-73.985472",1878-10-10,1879-01-13,1250,400,1879,1878
Mille Fleur with coat of arms,,,History,Tapestry,,,,French and Co.,Dealer,French and Co.,Dealer,"6 E. 56th St., New York, NY, USA","40.762152,-73.974358",5/5/16,10/8/16,12750,5000,1916,1916
Julius Caesar,,,History,Tapestry,,,,French and Co.,Dealer,"Watson, M. Parish",Dealer,"560 Fifth Ave, New York, NY, USA","40.76457,-73.973636",5/4/16,4/4/23,12750,17733.33,1923,1916
J. J. Rousseau,"KAEMMERER, FREDERIK HENDRIK",Dutch,Portrait,Painting,,,,Goupil et Cie.,Dealer,"Burrill, John E.",Collector,"21 W. 33rd St., New York, NY, USA","40.748093,-73.985472",1878-10-10,1879-01-13,1250,400,1879,1878
Fragment - Solomon & Queen of Sheba,,,History,Tapestry,,,,French and Co.,Dealer,French and Co.,Dealer,"6 E. 56th St., New York, NY, USA","40.762152,-73.974358",5/3/16,7/10/16,12750,5000,1916,1916
Small head of Virgin,,,History,Tapestry,,,,French and Co.,Dealer,French and Co.,Dealer,"6 E. 56th St., New York, NY, USA","40.762152,-73.974358",5/6/16,7/11/16,12750,333.33,1916,1916
Cavaliers Arabes,"SCHREYER, CHRISTIAN ADOLF",German,Genre,Painting,,,,Goupil et Cie.,Dealer,"Vanderbilt, Cornelius II",Collector,"72 E. 34th St., New York, NY, USA","40.747356,-73.982324",1878-10-10,1878-11-11,10000,3325,1878,1878
The Crucifixion-13 Century,,,History,Tapestry,,,,French and Co.,Dealer,French and Co.,Dealer,"6 E. 56th St., New York, NY, USA","40.762152,-73.974358",5/11/16,6/1/16,12750,6666.66,1916,1916
Chats & papillons,"LAMBERT, EUGÈNE",French,Animals,Painting,,,,Goupil et Cie.,Dealer,"Hilton, Henry",Collector,"7 W. 34th St., New York, NY, USA","40.748349,-73.984243",1878-10-10,1879-04-04,2000,700,1879,1878
River Oise near Andrésy,"DAUBIGNY, CHARLES FRANÇOIS",French,Landscape,Painting,13.75,22.375,307.65625,"Talmage, John Frelinghuysen II",Collector,"Levy, (John), Galleries",Dealer,"14 E. 46th St., New York, NY, USA","40.756136,-73.979366",6/10/16,7/3/16,3700,4000,1916,1916
Mrs. Thos Law,"STUART, GILBERT",American,Portrait,Painting,29,24,696,"McCormick, Lucy W.",Collector,"Pratt, Herbert Lee",Collector,"26 Broadway, New York, NY, USA","40.706214,-74.012948",7/7/16,8/8/16,7500,12500,1916,1916
Mrs. Thos Law,"STUART, GILBERT",American,Portrait,Painting,29,24,696,"McCormick, Lucy W.",Collector,"Pratt, Herbert Lee",Collector,"26 Broadway, New York, NY, USA","40.706214,-74.012948",7/7/16,8/5/16,7500,12500,1916,1916
Evening Landscape,"COROT, JEAN BAPTISTE CAMILLE",French,Landscape,Painting,12.75,8,102,Colnaghi's,Dealer,Roebel and Reinhardt Galleries,Dealer,"565 Fifth Ave., New York, NY, USA","40.806416,-73.942262",7/7/16,10/1/16,550,2800,1916,1916
Une bonne recette,"FAIVRE, TONY",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Wickes, Edward A.",Collector,"531 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1878-11-11,1878-12-12,1605,450,1878,1878
The Girl in Red,"WHISTLER, JAMES ABBOTT MCNEILL",American,Portrait,Painting,20.25,12.25,248.0625,"Paterson, William B.",Dealer,"Clark, Stephen Carlton",Collector,"46 E. 70th St., New York, NY, USA","40.770409,-73.966111",7/7/16,11/11/16,800,15000,1916,1916
Portrait of Mr. Tilly,"COPLEY, JOHN SINGLETON",American,Portrait,Painting,,,,"Armstrong, Louise Van Voorhis",Collector,"Hart, Charles Henry",Collector,"472 West End Ave., New York, NY, USA","40.786825,-73.979376",8/8/16,11/8/16,300,1000,1916,1916
Retour du Marché,"CHARNAY, ARMAND",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Cutting, James DeWitt",Collector,"141 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1878-11-11,1879-03-03,1000,300,1879,1878
Andrew Dalzel,"RAEBURN, HENRY",British,Portrait,Painting,49.75,39.5,1965.125,"Wertheimer, Asher",Dealer,"Frick, Henry Clay",Collector,"1 E. 70th St., New York, NY, USA","40.771147,-73.967993",8/8/16,12/10/16,1087.5,18000,1916,1916
"George, Lord Anson in a naval uniform","REYNOLDS, JOSHUA",British,Portrait,Painting,50.25,40.125,2016.28125,"Wertheimer, Asher",Dealer,"Hammill, C.W.",Collector,"71 Broadway, New York, NY, USA","40.707452,-74.011946",8/8/16,12/4/16,300,1500,1916,1916
Summer,"RUSSELL, JOHN",British,Landscape,Pastel,,,,"Wertheimer, Asher",Dealer,"Bamberger, Harry",Collector,"36 W. 74th St., New York, NY, USA","40.777876,-73.975903",8/8/16,12/7/28,300,2400,1928,1916
Rehearsal of the Pas de Loup Orchestra at the Cirque d'Hiver,"SARGENT, JOHN SINGER",American,Genre,Painting,,,,Christie's,Dealer,"Deering, Charles",Collector,"9 W. 52nd St., New York, NY, USA","40.759702,-73.975982",8/8/16,11/5/16,231,4500,1916,1916
